"tidspunkt"	"lufttryk"	"temperatur"	"luftfugtighed"
"08.01.2013 12:20:00"	996.41	5.99	89.5
"08.01.2013 14:20:00"	996.15	5.43	93.3
"08.01.2013 16:20:00"	996.5	5.14	94.7
"08.01.2013 18:20:00"	996.64	5.42	96.1
"08.01.2013 20:20:00"	996.62	5.33	95.2
"08.01.2013 22:20:00"	996.62	5.52	95.1
"09.01.2013 00:20:00"	996.51	5.53	96.3
"09.01.2013 02:20:00"	995.97	5.57	95.4
"09.01.2013 04:20:00"	995.4	5.32	97.4
"09.01.2013 06:20:00"	994.65	5.31	97.3
"09.01.2013 08:20:00"	994.41	5.33	96.6
"09.01.2013 10:20:00"	993.88	5.69	92.5
"09.01.2013 12:20:00"	992.43	6.36	86.7
"09.01.2013 14:20:00"	990.83	6.39	83.6
"09.01.2013 16:20:00"	990.02	6.14	86.6
"09.01.2013 18:20:00"	988.61	5.44	88.1
"09.01.2013 20:20:00"	987.81	4.88	93.3
"09.01.2013 22:20:00"	987.01	3.94	92.4
"10.01.2013 00:20:00"	986.7	3.8	94.1
"10.01.2013 02:20:00"	986.38	4.17	91.6
"10.01.2013 04:20:00"	985.65	3.98	91
"10.01.2013 06:20:00"	985.29	3	92.9
"10.01.2013 08:20:00"	985.08	3.08	89.8
"10.01.2013 10:20:00"	984.7	3.5	87.6
"10.01.2013 12:20:00"	983.45	3.68	83.8
"10.01.2013 14:20:00"	981.78	4.06	78.5
"10.01.2013 16:20:00"	981.23	4.03	76.9
"10.01.2013 18:20:00"	980.73	2.8	89.6
"10.01.2013 20:20:00"	980.29	3.03	89.9
"10.01.2013 22:20:00"	981.96	-0.71	91.7
"11.01.2013 00:20:00"	983.05	-0.93	87.2
"11.01.2013 02:20:00"	983.34	-1.47	80.8
"11.01.2013 04:20:00"	983.61	-1.85	86
"11.01.2013 06:20:00"	984.58	-1.97	86.3
"11.01.2013 08:20:00"	986.41	-2.12	82.5
"11.01.2013 10:20:00"	987.62	-1.81	82.9
"11.01.2013 12:20:00"	988.4	-0.77	72
"11.01.2013 14:20:00"	988.8	-0.26	67.72
"11.01.2013 16:20:00"	989.5	-1.73	83
"11.01.2013 18:20:00"	989.88	-1.81	83.1
"11.01.2013 20:20:00"	990.11	-2.14	83.6
"11.01.2013 22:20:00"	990.21	-2.42	78.5
"12.01.2013 00:20:00"	990.15	-2.67	77.2
"12.01.2013 02:20:00"	990.17	-2.6	81.4
"12.01.2013 04:20:00"	989.76	-2.43	84.3
"12.01.2013 06:20:00"	990.06	-2.78	88.4
"12.01.2013 08:20:00"	990.95	-2.44	87.7
"12.01.2013 10:20:00"	991.59	-2.84	86.1
"12.01.2013 12:20:00"	991.58	-1.27	72.8
"12.01.2013 14:20:00"	991.4	-1.7	71.6
"12.01.2013 16:20:00"	991.83	-1.8	67.26
"12.01.2013 18:20:00"	992.01	-3.91	82.9
"12.01.2013 20:20:00"	992.21	-5.38	89.6
"12.01.2013 22:20:00"	992.62	-6.44	92
"13.01.2013 00:20:00"	992.15	-6.87	91.4
"13.01.2013 02:20:00"	992.13	-6.23	91.7
"13.01.2013 04:20:00"	991.58	-5.73	91
"13.01.2013 06:20:00"	991.31	-5.11	90.5
"13.01.2013 08:20:00"	991.74	-4.74	91.8
"13.01.2013 10:20:00"	991.6	-3.74	89.9
"13.01.2013 12:20:00"	991.14	-2.81	88.3
"13.01.2013 14:20:00"	990.48	-2.73	86.9
"13.01.2013 16:20:00"	990.44	-3	82.3
"13.01.2013 18:20:00"	990.63	-3.73	77.8
"13.01.2013 20:20:00"	990.69	-4.73	83.1
"13.01.2013 22:20:00"	990.32	-5.2	83.6
"14.01.2013 00:20:00"	989.82	-5.05	84.4
"14.01.2013 02:20:00"	989.33	-4.67	83
"14.01.2013 04:20:00"	988.36	-4.35	77.7
"14.01.2013 06:20:00"	987.93	-4.29	81
"14.01.2013 08:20:00"	987.68	-4.54	86.7
"14.01.2013 10:20:00"	987.28	-3.47	81.9
"14.01.2013 12:20:00"	986.65	-3.28	81
"14.01.2013 14:20:00"	985.35	-2.27	77.4
"14.01.2013 16:20:00"	985.32	-2.48	81.6
"14.01.2013 18:20:00"	985.1	-2.45	83.9
"14.01.2013 20:20:00"	984.88	-2.62	88.2
"14.01.2013 22:20:00"	984.83	-3.56	91.1
"15.01.2013 00:20:00"	984.64	-4.3	84.3
"15.01.2013 02:20:00"	984.56	-5.94	87.9
"15.01.2013 04:20:00"	984.04	-7.81	91.3
"15.01.2013 06:20:00"	982.89	-9.12	90.7
"15.01.2013 08:20:00"	982.68	-10.1	91.1
"15.01.2013 10:20:00"	982.32	-6.83	78.4
"15.01.2013 12:20:00"	981.61	-4.48	77.3
"15.01.2013 14:20:00"	980.53	-2.57	72.3
"15.01.2013 16:20:00"	980.63	-2.75	76
"15.01.2013 18:20:00"	980.82	-2.92	75
"15.01.2013 20:20:00"	980.95	-3.21	74.9
"15.01.2013 22:20:00"	980.7	-3.36	79.9
"16.01.2013 00:20:00"	980.5	-3.95	86.7
"16.01.2013 02:20:00"	980.94	-4.69	90.5
"16.01.2013 04:20:00"	980.73	-4.83	92.9
"16.01.2013 06:20:00"	980.66	-4.4	91.7
"16.01.2013 08:20:00"	981.25	-4.32	93.2
"16.01.2013 10:20:00"	981.78	-3.67	89.8
"16.01.2013 12:20:00"	981.88	-3.11	88.8
"16.01.2013 14:20:00"	981.4	-3.34	92.4
"16.01.2013 16:20:00"	981.91	-3.61	94.1
"16.01.2013 18:20:00"	982.65	-3.94	91.9
"16.01.2013 20:20:00"	982.97	-4.15	91.3
"16.01.2013 22:20:00"	983.55	-4.67	91.6
"17.01.2013 00:20:00"	983.92	-4.81	90.3
"17.01.2013 02:20:00"	984.32	-4.84	94
"17.01.2013 04:20:00"	984.83	-4.82	95.2
"17.01.2013 06:20:00"	985.33	-4.73	96.6
"17.01.2013 08:20:00"	985.75	-3.95	96.3
"17.01.2013 10:20:00"	986.69	-3.05	93.6
"17.01.2013 12:20:00"	986.78	-2.27	91
"17.01.2013 14:20:00"	986.87	-2.38	92.5
"17.01.2013 16:20:00"	987.91	-2.62	94.1
"17.01.2013 18:20:00"	988.71	-2.91	87.8
"17.01.2013 20:20:00"	989.06	-2.99	84
"17.01.2013 22:20:00"	989.32	-2.87	83.9
"18.01.2013 00:20:00"	988.7	-3.07	89.6
"18.01.2013 02:20:00"	987.65	-2.87	88.3
"18.01.2013 04:20:00"	986.81	-3.38	81.2
"18.01.2013 06:20:00"	986.5	-3.88	85.2
"18.01.2013 08:20:00"	986.22	-4.18	91.4
"18.01.2013 10:20:00"	986.08	-5.02	86
"18.01.2013 12:20:00"	985.06	-4.77	81.6
"18.01.2013 14:20:00"	983.85	-4.84	79.6
"18.01.2013 16:20:00"	982.9	-5.15	82.6
"18.01.2013 18:20:00"	982.36	-5.53	82.8
"18.01.2013 20:20:00"	981.52	-5.69	81.8
"18.01.2013 22:20:00"	980.5	-6.26	82.9
"19.01.2013 00:20:00"	979.36	-6.62	81.8
"19.01.2013 02:20:00"	977.89	-6.79	85
"19.01.2013 04:20:00"	976.82	-6.78	85.2
"19.01.2013 06:20:00"	975.8	-7.26	86.8
"19.01.2013 08:20:00"	975.24	-7.31	86.3
"19.01.2013 10:20:00"	975.01	-6.66	85.8
"19.01.2013 12:20:00"	974.62	-6.38	82.6
"19.01.2013 14:20:00"	974.04	-6.44	83.3
"19.01.2013 16:20:00"	973.95	-6.63	83.2
"19.01.2013 18:20:00"	974.21	-7.24	84.6
"19.01.2013 20:20:00"	974.21	-7.28	85.4
"19.01.2013 22:20:00"	974.29	-7.44	86.1
"20.01.2013 00:20:00"	974.16	-7.52	87.5
"20.01.2013 02:20:00"	973.35	-7.66	88.1
"20.01.2013 04:20:00"	973.6	-7.56	88.4
"20.01.2013 06:20:00"	972.81	-7.65	88.7
"20.01.2013 08:20:00"	973.1	-7.44	89.3
"20.01.2013 10:20:00"	973.42	-6.95	88.3
"20.01.2013 12:20:00"	972.54	-5.64	84.5
"20.01.2013 14:20:00"	971.53	-4.76	81.8
"20.01.2013 16:20:00"	971.88	-5.03	84
"20.01.2013 18:20:00"	972.21	-5.17	85
"20.01.2013 20:20:00"	972.1	-5.57	85.3
"20.01.2013 22:20:00"	972.32	-6.31	93.2
"21.01.2013 00:20:00"	972.06	-6.51	92.7
"21.01.2013 02:20:00"	972.3	-6.52	92.8
"21.01.2013 04:20:00"	972.43	-6.66	92.9
"21.01.2013 06:20:00"	973.1	-6.43	92.2
"21.01.2013 08:20:00"	973.16	-6.52	90.7
"21.01.2013 10:20:00"	973.84	-6.34	88.7
"21.01.2013 12:20:00"	973.62	-5.94	87.8
"21.01.2013 14:20:00"	973.46	-5.96	90.2
"21.01.2013 16:20:00"	974	-6.3	86.9
"21.01.2013 18:20:00"	974.7	-6.68	90.1
"21.01.2013 20:20:00"	975.49	-7.07	89.3
"21.01.2013 22:20:00"	975.99	-7.16	90.5
"22.01.2013 00:20:00"	976.68	-7.16	91
"22.01.2013 02:20:00"	976.97	-7.29	89.3
"22.01.2013 04:20:00"	977.39	-7.44	89.1
"22.01.2013 06:20:00"	977.95	-7.8	89.1
"22.01.2013 08:20:00"	978.92	-8.08	88.2
"22.01.2013 10:20:00"	979.8	-7.5	86.7
"22.01.2013 12:20:00"	979.94	-6.84	82.1
"22.01.2013 14:20:00"	979.76	-6.66	82.6
"22.01.2013 16:20:00"	980.43	-7.24	84.6
"22.01.2013 18:20:00"	980.93	-7.74	85.8
"22.01.2013 20:20:00"	981.3	-7.72	86.1
"22.01.2013 22:20:00"	981.77	-7.66	85.1
"23.01.2013 00:20:00"	981.64	-7.48	85.2
"23.01.2013 02:20:00"	981.6	-7.64	85.9
"23.01.2013 04:20:00"	981.6	-7.73	86.3
"23.01.2013 06:20:00"	981.87	-7.73	85.5
"23.01.2013 08:20:00"	982.12	-7.74	86.6
"23.01.2013 10:20:00"	982.37	-7.17	84.1
"23.01.2013 12:20:00"	982.17	-5.87	79.5
"23.01.2013 14:20:00"	982.19	-5.96	80.1
"23.01.2013 16:20:00"	982.4	-6.3	81.9
"23.01.2013 18:20:00"	982.92	-6.9	85.1
"23.01.2013 20:20:00"	983.02	-7.18	87.9
"23.01.2013 22:20:00"	983.24	-7.1	87.7
"24.01.2013 00:20:00"	983.26	-7.11	87
"24.01.2013 02:20:00"	983.2	-7.07	86.3
"24.01.2013 04:20:00"	983.28	-7.17	86
"24.01.2013 06:20:00"	983.65	-7.17	88.2
"24.01.2013 08:20:00"	984.53	-6.94	88.6
"24.01.2013 10:20:00"	985.44	-6.43	91.7
"24.01.2013 12:20:00"	986.08	-5.28	83.5
"24.01.2013 14:20:00"	986.23	-5.31	84.5
"24.01.2013 16:20:00"	987	-5.03	84.8
"24.01.2013 18:20:00"	988.32	-5.43	87.2
"24.01.2013 20:20:00"	989.19	-5.56	88.4
"24.01.2013 22:20:00"	989.99	-5.72	90.1
"25.01.2013 00:20:00"	990.62	-5.59	93
"25.01.2013 02:20:00"	990.85	-5.7	90
"25.01.2013 04:20:00"	991.58	-6.03	92.5
"25.01.2013 06:20:00"	992.27	-6.46	92.5
"25.01.2013 08:20:00"	993.36	-6.73	88.6
"25.01.2013 10:20:00"	993.79	-6.89	84.7
"25.01.2013 12:20:00"	993.87	-7.06	81.1
"25.01.2013 14:20:00"	993.32	-7.27	82
"25.01.2013 16:20:00"	993.18	-7.75	84.8
"25.01.2013 18:20:00"	993.1	-8.01	86.1
"25.01.2013 20:20:00"	992.87	-7.94	86.2
"25.01.2013 22:20:00"	991.1	-7.83	87.6
"26.01.2013 00:20:00"	989.89	-7.65	87.2
"26.01.2013 02:20:00"	988.25	-7.2	87.6
"26.01.2013 04:20:00"	987.44	-6.39	85
"26.01.2013 06:20:00"	987.26	-5.99	83.3
"26.01.2013 08:20:00"	986.72	-6.02	82.8
"26.01.2013 10:20:00"	986.38	-4.99	79.8
"26.01.2013 12:20:00"	986.79	-2.9	71.8
"26.01.2013 14:20:00"	986.68	-2.27	70.3
"26.01.2013 16:20:00"	985.33	-4.05	77
"26.01.2013 18:20:00"	986.19	-5.54	81
"26.01.2013 20:20:00"	986.23	-5.55	82.9
"26.01.2013 22:20:00"	986.02	-4.32	78.4
"27.01.2013 00:20:00"	985.9	-3.06	77.2
"27.01.2013 02:20:00"	985.35	-2.71	79.4
"27.01.2013 04:20:00"	984.89	-3.24	83.9
"27.01.2013 06:20:00"	984.27	-3.23	84.3
"27.01.2013 08:20:00"	982.73	-2.71	85.9
"27.01.2013 10:20:00"	982.35	-0.56	80.7
"27.01.2013 12:20:00"	980.41	1.04	77.7
"27.01.2013 14:20:00"	978.9	2.05	76
"27.01.2013 16:20:00"	977.44	1.67	79.8
"27.01.2013 18:20:00"	976.97	1.56	80.8
"27.01.2013 20:20:00"	977.58	1.35	87
"27.01.2013 22:20:00"	978.47	1.77	86.9
"28.01.2013 00:20:00"	980.02	2.29	84.3
"28.01.2013 02:20:00"	980.77	2.08	86.7
"28.01.2013 04:20:00"	982.25	1.44	87.5
"28.01.2013 06:20:00"	983.74	0.54	92.6
"28.01.2013 08:20:00"	984.87	0.08	93.9
"28.01.2013 10:20:00"	986.37	2.19	83.7
"28.01.2013 12:20:00"	987.53	4.66	74
"28.01.2013 14:20:00"	988.38	5.09	73.5
"28.01.2013 16:20:00"	988.64	4.11	76.7
"28.01.2013 18:20:00"	989.02	2.93	83.4
"28.01.2013 20:20:00"	988.98	2.39	87
"28.01.2013 22:20:00"	988.1	3.75	76.4
"29.01.2013 00:20:00"	987.89	3.53	75.2
"29.01.2013 02:20:00"	985.64	4.12	74.2
"29.01.2013 04:20:00"	983.63	4.34	78
"29.01.2013 06:20:00"	982.28	4.81	76.8
"29.01.2013 08:20:00"	982.96	5.11	81.7
"29.01.2013 10:20:00"	982.69	6.05	78.5
"29.01.2013 12:20:00"	982.23	6.58	78.8
"29.01.2013 14:20:00"	981.63	7.19	77.1
"29.01.2013 16:20:00"	982.94	7.01	81.9
"29.01.2013 18:20:00"	983.85	7.17	85
"29.01.2013 20:20:00"	983.61	7.58	85.2
"29.01.2013 22:20:00"	983.31	8.11	82.1
"30.01.2013 00:20:00"	982.89	8.03	86.3
"30.01.2013 02:20:00"	982.53	9.16	82.4
"30.01.2013 04:20:00"	982.47	9.59	82.1
"30.01.2013 06:20:00"	981.59	10.07	80.2
"30.01.2013 08:20:00"	981.52	10.45	80
"30.01.2013 10:20:00"	980.39	11.38	77.6
"30.01.2013 12:20:00"	978.78	12.47	76.5
"30.01.2013 14:20:00"	977.87	12.97	76.9
"30.01.2013 16:20:00"	976.93	13.23	74.4
"30.01.2013 18:20:00"	979.06	9.4	93.8
"30.01.2013 20:20:00"	980.79	8.35	76.2
"30.01.2013 22:20:00"	982.94	7.09	77.6
"31.01.2013 00:20:00"	984.06	7.03	67.58
"31.01.2013 02:20:00"	985.5	6.54	67.97
"31.01.2013 04:20:00"	986.32	6.03	70.7
"31.01.2013 06:20:00"	986.22	5.82	69.7
"31.01.2013 08:20:00"	986.85	5.96	66.24
"31.01.2013 10:20:00"	986.9	6.95	62.81
"31.01.2013 12:20:00"	984.83	7.83	59
"31.01.2013 14:20:00"	982.61	8.3	53.87
"31.01.2013 16:20:00"	981.22	6.77	68.9
"31.01.2013 18:20:00"	981.06	6.32	71.3
"31.01.2013 20:20:00"	981.76	5.03	75.7
"31.01.2013 22:20:00"	982.4	4.79	80.7
"01.02.2013 00:20:00"	982.65	4.95	74.8
"01.02.2013 02:20:00"	982.74	5.02	73.5
"01.02.2013 04:20:00"	982.39	4.55	82.2
"01.02.2013 06:20:00"	981.78	5.18	74.2
"01.02.2013 08:20:00"	981.19	4.69	75.9
"01.02.2013 10:20:00"	980.05	5.65	74.6
"01.02.2013 12:20:00"	978.17	6.51	71.8
"01.02.2013 14:20:00"	975.46	5.9	77.4
"01.02.2013 16:20:00"	972.24	4.48	94.1
"01.02.2013 18:20:00"	969.08	3.85	94.3
"01.02.2013 20:20:00"	966.48	3.51	95.5
"01.02.2013 22:20:00"	964.31	3.39	96.2
"02.02.2013 00:20:00"	963.22	3.65	96.1
"02.02.2013 02:20:00"	962.72	3.77	97.5
"02.02.2013 04:20:00"	964.13	2.6	91.6
"02.02.2013 06:20:00"	966.04	1.26	92.9
"02.02.2013 08:20:00"	968.99	1.34	90.8
"02.02.2013 10:20:00"	971.14	2.76	87.5
"02.02.2013 12:20:00"	972.81	3.84	82.7
"02.02.2013 14:20:00"	973.83	4.02	81.5
"02.02.2013 16:20:00"	977	1.83	86.1
"02.02.2013 18:20:00"	979.75	0.36	76.1
"02.02.2013 20:20:00"	981.1	-0.06	78.5
"02.02.2013 22:20:00"	981.67	0.35	79.8
"03.02.2013 00:20:00"	982.69	-0.22	90.4
"03.02.2013 02:20:00"	983.71	-0.47	93.4
"03.02.2013 04:20:00"	984.98	0.53	94
"03.02.2013 06:20:00"	986.56	0.25	88.3
"03.02.2013 08:20:00"	987.52	0.54	84.6
"03.02.2013 10:20:00"	988.13	1.57	77
"03.02.2013 12:20:00"	988.49	1.89	70.1
"03.02.2013 14:20:00"	987.93	2.42	63.3
"03.02.2013 16:20:00"	986.52	2.26	67.73
"03.02.2013 18:20:00"	985.11	2.27	71.3
"03.02.2013 20:20:00"	982.98	0.73	91.5
"03.02.2013 22:20:00"	981.18	1.01	89.2
"04.02.2013 00:20:00"	980.61	2.08	82.9
"04.02.2013 02:20:00"	980.55	2.49	84.8
"04.02.2013 04:20:00"	981.06	2.56	87.9
"04.02.2013 06:20:00"	981.21	2	92.6
"04.02.2013 08:20:00"	981.04	1.16	96.6
"04.02.2013 10:20:00"	980.15	2.6	91.2
"04.02.2013 12:20:00"	978.8	4.23	85.7
"04.02.2013 14:20:00"	978.41	5.81	82.4
"04.02.2013 16:20:00"	979.14	6.96	81.1
"04.02.2013 18:20:00"	980.54	5.42	87.6
"04.02.2013 20:20:00"	981.08	5.5	84.9
"04.02.2013 22:20:00"	981.37	5.22	79.3
"05.02.2013 00:20:00"	981.14	4.11	77.1
"05.02.2013 02:20:00"	980.23	4.66	71.1
"05.02.2013 04:20:00"	978.22	3.78	82.6
"05.02.2013 06:20:00"	976.27	3.81	82.7
"05.02.2013 08:20:00"	974.7	3.14	85.4
"05.02.2013 10:20:00"	973.05	4.94	76.7
"05.02.2013 12:20:00"	970.85	6.1	68.11
"05.02.2013 14:20:00"	971.47	3.53	79.6
"05.02.2013 16:20:00"	972.02	1.41	86.1
"05.02.2013 18:20:00"	972.14	0.82	79.8
"05.02.2013 20:20:00"	971.98	-0.05	80
"05.02.2013 22:20:00"	971.8	0.92	79
"06.02.2013 00:20:00"	971.8	0.41	86.5
"06.02.2013 02:20:00"	971.87	-0.31	88.9
"06.02.2013 04:20:00"	971.73	-1.55	93.2
"06.02.2013 06:20:00"	971.99	-2.31	91.5
"06.02.2013 08:20:00"	972.05	-2.23	90.4
"06.02.2013 10:20:00"	972.29	0.41	76.7
"06.02.2013 12:20:00"	972.1	1.23	77.7
"06.02.2013 14:20:00"	971.98	2.36	77.9
"06.02.2013 16:20:00"	972.57	2.03	76.3
"06.02.2013 18:20:00"	973.89	0.79	86.2
"06.02.2013 20:20:00"	974.92	0.82	86.1
"06.02.2013 22:20:00"	975.64	0.05	85.4
"07.02.2013 00:20:00"	976.27	-0.8	83.6
"07.02.2013 02:20:00"	976.48	-1.63	90.7
"07.02.2013 04:20:00"	976.86	-1.13	92.9
"07.02.2013 06:20:00"	977.83	0.1	86.1
"07.02.2013 08:20:00"	978.96	0.29	82.8
"07.02.2013 10:20:00"	979.74	0.84	79
"07.02.2013 12:20:00"	980.17	2.47	70
"07.02.2013 14:20:00"	980.6	1.58	74.8
"07.02.2013 16:20:00"	981.36	1.92	64.14
"07.02.2013 18:20:00"	982.19	0.11	82.7
"07.02.2013 20:20:00"	983.02	-0.37	75.2
"07.02.2013 22:20:00"	983.28	-0.67	75.6
"08.02.2013 00:20:00"	983.35	-0.71	78.4
"08.02.2013 02:20:00"	983.11	-0.98	85.7
"08.02.2013 04:20:00"	983.08	-1.14	87.4
"08.02.2013 06:20:00"	983.25	-1.05	87.5
"08.02.2013 08:20:00"	983.91	-1.37	84.6
"08.02.2013 10:20:00"	984.29	-0.42	84.1
"08.02.2013 12:20:00"	984.34	-0.66	86.3
"08.02.2013 14:20:00"	984.62	-2.03	90.3
"08.02.2013 16:20:00"	985.02	-1.91	87.7
"08.02.2013 18:20:00"	985.8	-2.33	94.2
"08.02.2013 20:20:00"	986.45	-2.48	96
"08.02.2013 22:20:00"	987.09	-2.38	95.2
"09.02.2013 00:20:00"	987.57	-2.84	85.4
"09.02.2013 02:20:00"	988.03	-3.95	91.8
"09.02.2013 04:20:00"	988.18	-3.48	90.3
"09.02.2013 06:20:00"	988.65	-4.67	93.6
"09.02.2013 08:20:00"	989.68	-5.52	91.1
"09.02.2013 10:20:00"	990.31	-3.22	83.8
"09.02.2013 12:20:00"	990.69	-2.58	90.3
"09.02.2013 14:20:00"	990.56	-0.69	82.6
"09.02.2013 16:20:00"	990.84	-1.11	84.2
"09.02.2013 18:20:00"	991.09	-2.44	88.9
"09.02.2013 20:20:00"	991.21	-2.71	89.1
"09.02.2013 22:20:00"	990.97	-2.79	90.9
"10.02.2013 00:20:00"	990.79	-3.3	88.5
"10.02.2013 02:20:00"	990.48	-3.71	89.5
"10.02.2013 04:20:00"	989.98	-3.9	92.6
"10.02.2013 06:20:00"	989.75	-4.19	90.7
"10.02.2013 08:20:00"	989.75	-4.6	93.4
"10.02.2013 10:20:00"	989.67	-3.36	87.3
"10.02.2013 12:20:00"	988.98	-0.25	72.5
"10.02.2013 14:20:00"	987.36	0.5	63.1
"10.02.2013 16:20:00"	986.54	-0.86	64.54
"10.02.2013 18:20:00"	985.93	-2.57	73.2
"10.02.2013 20:20:00"	985.35	-4.16	80.3
"10.02.2013 22:20:00"	984.72	-5.61	81.8
"11.02.2013 00:20:00"	983.98	-6.4	81.1
"11.02.2013 02:20:00"	983.05	-8.17	87.2
"11.02.2013 04:20:00"	982.12	-8.43	88.1
"11.02.2013 06:20:00"	981.51	-9.77	90.1
"11.02.2013 08:20:00"	981.45	-8.29	85.3
"11.02.2013 10:20:00"	980.78	-4.86	73.5
"11.02.2013 12:20:00"	980.42	-2.13	67.4
"11.02.2013 14:20:00"	979.83	-0.64	66.61
"11.02.2013 16:20:00"	979.95	-1.03	66.03
"11.02.2013 18:20:00"	980.54	-1.87	70.8
"11.02.2013 20:20:00"	981	-2.13	72.3
"11.02.2013 22:20:00"	981.92	-2.25	69.69
"12.02.2013 00:20:00"	981.83	-2.45	67.97
"12.02.2013 02:20:00"	981.99	-2.45	67.3
"12.02.2013 04:20:00"	981.52	-2.5	69.45
"12.02.2013 06:20:00"	982.48	-2.87	78.9
"12.02.2013 08:20:00"	983.24	-3.21	87.7
"12.02.2013 10:20:00"	984.07	-3.01	87.6
"12.02.2013 12:20:00"	984.48	-2.9	82.8
"12.02.2013 14:20:00"	984.31	-2.13	78.9
"12.02.2013 16:20:00"	985.59	-1.87	80.6
"12.02.2013 18:20:00"	986.43	-2.4	88.5
"12.02.2013 20:20:00"	987.51	-2.28	87.7
"12.02.2013 22:20:00"	988.29	-2.31	88.1
"13.02.2013 00:20:00"	989.12	-2.32	85.3
"13.02.2013 02:20:00"	990.27	-2.43	83.6
"13.02.2013 04:20:00"	991.31	-2.88	88.6
"13.02.2013 06:20:00"	992.27	-3.06	89.6
"13.02.2013 08:20:00"	993.98	-2.84	88.8
"13.02.2013 10:20:00"	995.46	-2.23	83.9
"13.02.2013 12:20:00"	996.62	-2.13	85.6
"13.02.2013 14:20:00"	997.24	-1.77	79.9
"13.02.2013 16:20:00"	998.27	-1.36	78.5
"13.02.2013 18:20:00"	999.04	-1.64	79.9
"13.02.2013 20:20:00"	999.54	-2.7	82.4
"13.02.2013 22:20:00"	1000.11	-4.89	95.2
"14.02.2013 00:20:00"	1000.52	-5.54	95.5
"14.02.2013 02:20:00"	1000.35	-6.09	95.1
"14.02.2013 04:20:00"	999.32	-6.36	95
"14.02.2013 06:20:00"	998.67	-5.6	95.6
"14.02.2013 08:20:00"	998.27	-5.32	95.7
"14.02.2013 10:20:00"	997.46	-3.8	95.4
"14.02.2013 12:20:00"	996.07	-0.62	76.9
"14.02.2013 14:20:00"	994.26	0.85	66.93
"14.02.2013 16:20:00"	992.98	0.67	70.4
"14.02.2013 18:20:00"	992.15	0.56	72.7
"14.02.2013 20:20:00"	991.46	-0.21	74.7
"14.02.2013 22:20:00"	990.85	-0.43	77
"15.02.2013 00:20:00"	990.05	-0.26	76.2
"15.02.2013 02:20:00"	989.72	-0.42	76.2
"15.02.2013 04:20:00"	989.24	-1.47	79.9
"15.02.2013 06:20:00"	989.35	-3.17	84.1
"15.02.2013 08:20:00"	990.03	-3.12	84.8
"15.02.2013 10:20:00"	990.63	-1.13	76.9
"15.02.2013 12:20:00"	991.06	2.12	62.32
"15.02.2013 14:20:00"	990.94	3.14	55.27
"15.02.2013 16:20:00"	991.7	0.47	68.91
"15.02.2013 18:20:00"	992.97	0.48	73.7
"15.02.2013 20:20:00"	993.66	-0.57	85
"15.02.2013 22:20:00"	994.17	-1.36	91.7
"16.02.2013 00:20:00"	994.29	-0.78	91.2
"16.02.2013 02:20:00"	994.78	-0.54	93.1
"16.02.2013 04:20:00"	994.6	-0.18	93.5
"16.02.2013 06:20:00"	995.01	0.23	93
"16.02.2013 08:20:00"	995.74	0.24	96.1
"16.02.2013 10:20:00"	996.13	0.68	96.4
"16.02.2013 12:20:00"	996.09	1.86	94.1
"16.02.2013 14:20:00"	995.85	2.62	90.7
"16.02.2013 16:20:00"	995.91	3.12	89.5
"16.02.2013 18:20:00"	996.11	2.81	89.8
"16.02.2013 20:20:00"	996.56	2.33	90.2
"16.02.2013 22:20:00"	996.92	1.82	94.1
"17.02.2013 00:20:00"	997.07	1.83	96.9
"17.02.2013 02:20:00"	997.06	1.45	97.6
"17.02.2013 04:20:00"	996.86	0.97	98.9
"17.02.2013 06:20:00"	997.11	0.44	99.4
"17.02.2013 08:20:00"	997.61	0.07	99.6
"17.02.2013 10:20:00"	997.98	0.04	99.7
"17.02.2013 12:20:00"	997.84	0.46	99
"17.02.2013 14:20:00"	997.1	1.04	89.3
"17.02.2013 16:20:00"	996.92	1.38	81.9
"17.02.2013 18:20:00"	997.01	1.04	82.8
"17.02.2013 20:20:00"	996.89	0.73	88.9
"17.02.2013 22:20:00"	996.98	0.61	91.4
"18.02.2013 00:20:00"	996.63	0.26	91.6
"18.02.2013 02:20:00"	995.99	0.25	91.2
"18.02.2013 04:20:00"	995.26	-0.17	92.2
"18.02.2013 06:20:00"	995.26	-0.27	88.2
"18.02.2013 08:20:00"	995.55	-0.19	89.1
"18.02.2013 10:20:00"	995.52	0.47	83.7
"18.02.2013 12:20:00"	995.28	0.46	81.2
"18.02.2013 14:20:00"	994.48	0.7	76.5
"18.02.2013 16:20:00"	993.95	0.73	74.9
"18.02.2013 18:20:00"	993.8	0.69	75.5
"18.02.2013 20:20:00"	993.18	0.23	81.3
"18.02.2013 22:20:00"	992.51	-0.01	85.7
"19.02.2013 00:20:00"	991.69	0.02	87.1
"19.02.2013 02:20:00"	990.36	0.46	85.2
"19.02.2013 04:20:00"	988.84	0.45	83.8
"19.02.2013 06:20:00"	987.87	0.98	79.5
"19.02.2013 08:20:00"	987.29	-0.2	94.9
"19.02.2013 10:20:00"	986.13	0.53	91.5
"19.02.2013 12:20:00"	985.7	0.52	92.4
"19.02.2013 14:20:00"	985.73	0.63	93.1
"19.02.2013 16:20:00"	986.56	0.19	90.8
"19.02.2013 18:20:00"	988	-0.07	89.5
"19.02.2013 20:20:00"	989.13	-0.66	88.1
